path,emotion,mfcc_mean_0,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_std_0,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12,chroma_mean_0,chroma_mean_1,chroma_mean_2,chroma_mean_3,chroma_mean_4,chroma_mean_5,chroma_mean_6,chroma_mean_7,chroma_mean_8,chroma_mean_9,chroma_mean_10,chroma_mean_11,chroma_std_0,chroma_std_1,chroma_std_2,chroma_std_3,chroma_std_4,chroma_std_5,chroma_std_6,chroma_std_7,chroma_std_8,chroma_std_9,chroma_std_10,chroma_std_11,lpc_0,lpc_1,lpc_2,lpc_3,lpc_4,lpc_5,lpc_6,lpc_7,lpc_8,lpc_9,lpc_10,lpc_11,lpc_12,formant_1,formant_2,formant_3
ravedess-emotional-speech-audio\Actor_06\03-01-08-02-01-01-06.wav,surprised,-670.6673,51.322803,-17.035229,13.573388,-14.506183,-14.993324,-17.564316,-1.8872706,-1.65829,-9.1814375,-6.771571,-6.446438,-10.955736,179.54549,47.854202,36.792484,25.41127,18.749952,16.00652,20.101547,12.153613,11.142825,11.383409,7.018945,12.587702,10.478084,0.5229612,0.39937723,0.39195976,0.5026618,0.5744729,0.5630648,0.4202593,0.39173362,0.39871094,0.4729621,0.5510392,0.5376389,0.3558873,0.2845333,0.29428416,0.3253384,0.3159197,0.34310424,0.29303592,0.31606293,0.31207937,0.32064444,0.33050436,0.3551733,1.0,-1.669697,0.96200716,-0.52959234,0.6330553,-0.4909829,0.5002441,-0.6233027,0.37567025,-0.021232534,0.12561733,-0.2645193,0.12581997,0.0,0.0,0.0
ravedess-emotional-speech-audio\Actor_06\03-01-08-02-01-02-06.wav,surprised,-567.5906,25.890543,-31.990059,-2.76196,-19.529243,-13.65257,-16.719133,-11.707374,-0.76108044,-7.8812118,-5.232983,-3.1968257,-4.6154723,189.22044,43.809074,46.25915,23.267996,27.780413,17.348768,20.2603,17.472815,13.638955,13.864065,15.109732,14.7645855,13.245456,0.47302836,0.37532264,0.3331502,0.41048747,0.529709,0.568855,0.56524056,0.5713849,0.56264484,0.5910409,0.5859015,0.51404357,0.34774715,0.31389904,0.28377366,0.31052828,0.33898923,0.29895067,0.29963684,0.32577303,0.31510141,0.33381924,0.3499826,0.34241313,1.0,-1.477937,0.7429645,-0.19623552,0.18192694,-0.19869891,0.4071064,-0.4667401,0.1792102,0.07239944,0.13600478,-0.28419104,0.186658,737.4085241026776,1807.7495644770122,2933.615550638394
ravedess-emotional-speech-audio\Actor_06\03-01-08-02-02-01-06.wav,surprised,-577.21265,25.950563,-27.328434,3.6282904,-15.8937235,-16.027987,-20.145128,-9.9103155,-0.4969368,-11.156508,-4.526086,-3.298992,-4.4611964,194.59161,44.50578,44.372326,24.099314,24.559011,18.298523,21.049574,17.40398,14.896575,13.560514,13.829162,18.49936,20.65675,0.3920725,0.34804252,0.35623363,0.43299735,0.42299315,0.4880734,0.5289179,0.5233439,0.5326208,0.5298828,0.48708895,0.43220246,0.32663414,0.3329578,0.32185403,0.360226,0.30470702,0.31090564,0.3348035,0.3289518,0.34027472,0.348888,0.3605301,0.33347479,1.0,-1.4964951,0.8560977,-0.26959932,0.01569213,0.07705705,0.15044346,-0.24090694,0.0022062145,0.1807001,0.051213846,-0.27726248,0.22397499,635.3852040634821,1747.5322439816339,2973.15449732643
ravedess-emotional-speech-audio\Actor_06\03-01-08-02-02-02-06.wav,surprised,-573.944,30.749783,-29.193176,-2.2455995,-14.794096,-15.38967,-19.003773,-12.77946,2.2011437,-10.639242,-9.844784,-2.8149931,-4.4239416,185.92047,47.917183,42.309998,23.750013,23.020477,17.130585,16.75457,18.416992,17.042078,12.194969,15.526162,16.36564,17.59331,0.3006381,0.27112696,0.3032462,0.37556568,0.43694493,0.4358022,0.43036732,0.54155195,0.6191836,0.60975796,0.53827035,0.40482938,0.30188778,0.30319518,0.304462,0.3484429,0.34872258,0.32463703,0.3110308,0.32560313,0.3283178,0.3307142,0.36365885,0.3319796,1.0,-1.2896444,0.18947858,0.35692897,-0.105193354,-0.033147283,0.10551262,-0.09945859,-0.016250059,0.025665894,0.2873742,-0.47294122,0.29582733,688.8821158552319,1992.0449119113484,3186.0172953103233
ravedess-emotional-speech-audio\Actor_07\03-01-01-01-01-01-07.wav,neutral,-636.9541,67.286476,3.642198,21.613916,0.6343795,-3.961286,-12.359488,1.0399613,-4.3610115,-4.1500793,-1.5514401,2.4010797,-7.5163083,175.97536,62.941395,25.700548,25.147568,23.751759,18.28296,17.218386,7.0757933,12.550122,7.9939203,9.015559,8.034397,10.4929285,0.42140105,0.41991806,0.38105732,0.4554626,0.6128426,0.5113925,0.43448833,0.4335754,0.45171818,0.5251306,0.5583272,0.4911433,0.29442498,0.31007665,0.30069146,0.28244263,0.30299,0.33551732,0.2949639,0.30264053,0.3016359,0.32338735,0.34139648,0.32182088,1.0,-1.4267434,0.6149708,-0.40522823,0.5827642,-0.51917845,0.42309475,-0.41740125,0.23362921,0.12905511,-0.036257498,-0.10247155,0.024828248,1012.8023260170548,2035.7242231119073,3266.4848138372495
ravedess-emotional-speech-audio\Actor_07\03-01-01-01-01-02-07.wav,neutral,-633.7257,70.26573,5.0449767,22.82664,1.1177511,-3.5741675,-12.7001,2.0703015,-2.310531,-3.1895077,1.7872478,3.9124599,-6.86061,174.57236,60.552902,26.689318,22.616138,24.950205,15.789143,18.40089,8.732002,12.188163,9.941509,10.369652,7.9554176,10.084864,0.46352696,0.47035247,0.4060901,0.43353102,0.51747346,0.5720345,0.48252395,0.45086178,0.41531283,0.46907756,0.6247608,0.5415105,0.32172522,0.32004195,0.2613391,0.30037683,0.29839996,0.35367313,0.31642902,0.3307709,0.3043872,0.29808477,0.30784208,0.29650566,1.0,-1.4659854,0.5800367,-0.30425885,0.51897746,-0.475776,0.38938797,-0.32599998,0.13982004,0.1613044,-0.03337115,-0.17317927,0.08197707,712.5664705488864,1104.8901225560091,2549.069606571485
ravedess-emotional-speech-audio\Actor_07\03-01-01-01-02-01-07.wav,neutral,-640.16895,63.253906,3.1036892,16.200657,3.2765224,-6.269935,-16.204248,-3.5892823,-5.7615128,-6.4823475,-3.7727456,0.4802983,-9.176029,182.36134,58.283695,29.461832,21.835583,23.43131,17.05908,18.983,9.927572,12.560937,8.273088,9.534157,8.825953,10.608464,0.5269882,0.49965328,0.40691853,0.44441807,0.4661259,0.5098934,0.53174573,0.47114837,0.4868969,0.5251419,0.58340174,0.5126168,0.30379507,0.31376326,0.256443,0.28824845,0.31544006,0.3400083,0.33298078,0.26997674,0.31039554,0.3321738,0.32580394,0.31092492,1.0,-0.7171026,-0.29768148,-0.33400288,0.6228669,-0.0040080175,-0.07148728,-0.18621339,-0.07367374,0.22492033,0.1455616,-0.09333538,-0.022254236,1058.9509053550403,2040.429252911923,2657.866943392822
ravedess-emotional-speech-audio\Actor_07\03-01-01-01-02-02-07.wav,neutral,-635.67444,69.79143,9.546549,18.648058,1.2673196,-3.3640609,-13.338554,3.9683425,-5.663774,-2.692962,1.0590839,1.6683792,-5.103737,169.1621,61.235683,29.250553,21.2397,21.874392,15.350969,17.57563,8.734471,11.309543,8.080075,9.520769,8.278509,9.710827,0.51524204,0.537658,0.41683105,0.3963547,0.513867,0.55694634,0.4903079,0.47162658,0.52945465,0.50665694,0.5074064,0.45743257,0.3293548,0.30978355,0.29637876,0.27506995,0.28522584,0.31444237,0.32056913,0.2919781,0.24614988,0.27992475,0.34154752,0.3238204,1.0,-0.91985,-0.18473515,-0.33671623,0.8313088,-0.3044754,0.13396342,-0.4312974,0.30741185,0.19542964,0.025421934,-0.26821312,0.078526914,0.0,0.0,0.0
ravedess-emotional-speech-audio\Actor_07\03-01-02-01-01-01-07.wav,calm,-677.33234,74.07463,1.8435493,19.371334,4.9126916,-4.161099,-9.631204,1.102188,-1.2135639,-3.8173656,2.8628128,1.8762798,-5.095312,171.3505,59.04688,26.058868,24.299564,20.244614,15.630318,18.506218,7.211372,10.359707,7.815103,9.959588,7.4497137,10.073003,0.4942438,0.4805663,0.42310208,0.42313933,0.5499435,0.4851372,0.48614922,0.53649867,0.52153486,0.48305476,0.45434824,0.46402523,0.29022452,0.30783936,0.27993602,0.28194955,0.3593118,0.33319196,0.3579171,0.34485894,0.296966,0.3481676,0.3406805,0.310469,1.0,-1.5066429,0.5012533,-0.07370973,0.37505504,-0.31807837,0.15527359,-0.21273124,0.071051024,0.35025072,-0.20846866,-0.15954022,0.114210755,0.0,0.0,0.0
ravedess-emotional-speech-audio\Actor_07\03-01-02-01-01-02-07.wav,calm,-690.5261,77.1512,-3.3376086,18.001385,2.8592668,-3.5348492,-11.289218,0.9345978,-1.8440044,-3.9337943,0.7608694,2.9609973,-6.7718334,189.8019,60.91659,27.120485,23.93426,20.833073,13.83756,17.224209,8.821833,10.541182,8.486546,10.712444,6.425083,10.660998,0.52830696,0.46736342,0.40882045,0.4445492,0.55795175,0.6070756,0.6059736,0.6405333,0.5381369,0.5353064,0.5031515,0.52667004,0.2948077,0.2823367,0.26259217,0.28942165,0.30289647,0.32034683,0.3215792,0.32847232,0.29880026,0.30133244,0.2967959,0.29493445,1.0,-1.492596,0.51681656,-0.04567275,0.3310534,-0.3866528,0.2675108,-0.14816499,-0.13906589,0.33183283,-0.0045877807,-0.20520854,0.074125,0.0,0.0,0.0
ravedess-emotional-speech-audio\Actor_07\03-01-02-01-02-01-07.wav,calm,-671.4158,80.86929,9.807168,23.24301,12.490922,5.331875,-8.478577,2.8108158,1.5348709,1.520556,1.9891758,8.459321,-3.3747077,178.13136,57.68483,31.255033,22.687176,17.58641,16.634512,17.795795,12.612348,11.607822,10.230188,9.0983095,8.20149,10.710494,0.5474304,0.5225342,0.4521969,0.46915665,0.4969938,0.5518741,0.5327308,0.55966616,0.46289885,0.46740112,0.61251414,0.6233231,0.34486586,0.31119263,0.30064008,0.32621774,0.3153015,0.3151619,0.27896544,0.29677105,0.30151471,0.26834553,0.29487142,0.35713756,1.0,-1.0012256,-0.14259586,-0.09268697,0.6426894,-0.11951817,-0.28557676,-0.016527727,0.21399148,-0.22427534,0.36211115,-0.26985568,0.079934664,0.0,0.0,0.0
ravedess-emotional-speech-audio\Actor_07\03-01-02-01-02-02-07.wav,calm,-670.95166,74.90943,-2.1326787,18.665783,5.4156957,-0.3712222,-13.47519,-2.916264,-1.3570448,-5.3647723,-0.25737914,3.49676,-8.084199,183.85797,57.957893,33.84963,24.362877,19.322338,15.340884,19.574667,12.827177,9.605074,11.734198,9.3303995,8.42562,9.943032,0.56156456,0.46213874,0.44940716,0.5103571,0.54898405,0.50550646,0.54620236,0.5818952,0.5497324,0.54761034,0.5827498,0.6203663,0.27411902,0.2853625,0.2686927,0.3157428,0.36513665,0.3244563,0.29641247,0.2700718,0.27507418,0.28017646,0.29745087,0.29809624,1.0,-1.2128369,0.12149341,-0.0098089455,0.4987676,-0.40671775,0.13536406,-0.04358012,-0.050391726,0.00067667465,0.26036736,-0.16245578,0.008129532,0.0,0.0,0.0
ravedess-emotional-speech-audio\Actor_07\03-01-02-02-01-01-07.wav,calm,-616.25916,60.59034,0.1405023,30.0312,4.76546,-9.629581,-17.255598,7.4396815,-4.193316,1.5939907,-0.14413592,3.5563972,-5.9304748,142.22818,57.53908,24.527468,22.929192,21.734186,16.932981,13.987293,7.431452,12.657328,8.569413,10.632105,9.205935,8.710391,0.5366635,0.46074584,0.3731851,0.41281825,0.5260821,0.5177975,0.5240671,0.46732256,0.44539174,0.5099027,0.6472528,0.5657171,0.3505875,0.28953406,0.27195036,0.31253535,0.3273719,0.3118321,0.29594326,0.2819128,0.28246632,0.29681054,0.31070456,0.30203834,1.0,-1.1917607,0.20635903,-0.0507539,0.31430414,-0.32652697,0.046489887,-0.2137331,0.33517018,-0.06146256,0.06389861,-0.10369493,0.056052953,0.0,0.0,0.0
ravedess-emotional-speech-audio\Actor_07\03-01-02-02-01-02-07.wav,calm,-637.3669,59.729256,0.42406785,23.457514,-1.8037723,-1.672866,-20.676739,-4.131198,-3.7083845,-4.548346,-2.6537843,3.035181,-9.63539,135.01094,77.94411,25.68672,22.148746,25.029922,14.660494,17.023167,10.46085,10.48725,11.564836,10.019465,7.936955,7.8447585,0.4513241,0.47559312,0.35056,0.37277156,0.47235662,0.42919973,0.31272757,0.39804575,0.53179204,0.5856211,0.5898513,0.46378425,0.34683916,0.323837,0.26084885,0.2773639,0.33433846,0.3347562,0.26128393,0.28634682,0.3285904,0.32010433,0.34890953,0.3376514,1.0,-1.3712767,0.32914916,-0.15305543,0.33610448,-0.010210692,-0.032835234,0.0014594614,-0.04517824,-0.13364938,0.38687098,-0.31436682,0.09338859,0.0,0.0,0.0
ravedess-emotional-speech-audio\Actor_07\03-01-02-02-02-01-07.wav,calm,-628.3991,66.02284,5.8059855,22.147825,3.3786545,-4.384593,-15.624056,-3.013629,-5.7505765,-2.6349869,-4.442406,2.2706532,-8.376505,151.27823,56.936573,25.387703,20.246094,26.50268,17.678242,13.536697,10.435544,11.539154,9.92295,9.700842,9.120519,8.445718,0.3855878,0.47619104,0.37701,0.34513125,0.4906982,0.5828764,0.45234278,0.3372941,0.3876824,0.49711847,0.43335178,0.37704974,0.27515265,0.30539015,0.31026065,0.26927158,0.2964278,0.40152794,0.3300106,0.27043244,0.2733877,0.34207717,0.30646604,0.29836854,1.0,-0.8137167,-0.3648441,-0.09502597,0.3829775,-0.06233408,-0.062233057,0.09359786,0.16126831,-0.2720481,0.2852625,-0.22561173,0.061481904,0.0,0.0,0.0
ravedess-emotional-speech-audio\Actor_07\03-01-02-02-02-02-07.wav,calm,-651.6446,83.725006,0.46408364,22.570475,1.103163,-5.608474,-18.081558,0.98531383,-0.5760298,0.27327463,-1.413234,7.198065,-4.2235446,161.20038,56.444668,26.02608,22.60111,26.224504,15.360755,16.381802,9.0948925,15.497563,10.020815,9.527953,9.755698,8.277184,0.35201845,0.4351249,0.3154598,0.32517603,0.37473115,0.47605658,0.57947266,0.5623882,0.489636,0.5255852,0.5453119,0.36278883,0.23987843,0.32162544,0.2599866,0.2671267,0.22387116,0.3035591,0.33858666,0.3119106,0.2942704,0.3184979,0.2898647,0.26241764,1.0,-0.96742797,-0.18124497,-0.0633388,0.36908036,-0.1679073,-0.01037796,0.1755878,-0.04244419,-0.13007943,0.25427574,-0.17621183,0.006351932,0.0,0.0,0.0
ravedess-emotional-speech-audio\Actor_07\03-01-03-01-01-01-07.wav,happy,-634.8542,65.53651,-4.214984,26.637035,3.9778771,1.1281035,-10.42943,0.16984364,3.5949063,-0.2647926,2.1888347,5.9292955,-7.671156,171.52275,60.65214,29.02731,22.491806,25.453169,17.207253,17.356327,10.695465,11.649553,11.927445,10.065012,6.8912144,10.436011,0.5088642,0.44521436,0.3682747,0.44669467,0.55050206,0.5742456,0.5810451,0.58539736,0.53240496,0.5348854,0.5628258,0.46637505,0.26563781,0.27228665,0.27549136,0.30182266,0.3226816,0.33702648,0.30252925,0.2799613,0.2482316,0.26402095,0.32376957,0.2621392,1.0,-1.4928223,0.7289041,-0.24140777,0.21781753,-0.30443877,0.3905983,-0.2270657,-0.11034724,0.15740769,0.16950001,-0.2203959,0.0699144,771.8728096947416,1460.339766209909,2237.600411553198
ravedess-emotional-speech-audio\Actor_07\03-01-03-01-01-02-07.wav,happy,-621.67316,70.085205,-8.034496,20.453869,-2.1328197,-6.9343677,-13.024266,-0.1474059,-0.94345444,-5.0289392,1.2817014,2.7861488,-5.151622,190.9557,51.84336,26.738232,24.876091,25.358704,14.154515,15.731452,9.906698,12.865801,12.418899,9.9647045,7.681579,10.329567,0.54584754,0.5881047,0.5155083,0.4767093,0.552189,0.53094256,0.3973973,0.36914438,0.4465991,0.5099137,0.44719434,0.41771048,0.32145008,0.33734205,0.3091104,0.27335948,0.30780333,0.29108208,0.27650598,0.26933903,0.2974855,0.3236365,0.26450795,0.2475098,1.0,-1.7057409,1.1204197,-0.61896855,0.5426238,-0.53838223,0.4808297,-0.43574378,0.18414325,0.2051902,-0.10935669,-0.096892826,0.06948773,643.7561241165324,1472.0877441216685,2466.5291010557253
ravedess-emotional-speech-audio\Actor_07\03-01-03-01-02-01-07.wav,happy,-596.6623,63.488613,-9.16237,18.1676,0.28630975,-6.3494635,-16.36079,-2.3330576,0.18898927,-6.404357,0.36462095,4.582266,-8.396737,178.87045,55.391983,30.746181,19.376196,28.269241,19.299742,18.877155,13.371533,10.971835,11.922967,10.66621,9.036464,9.746256,0.5723672,0.5743887,0.36171865,0.40184477,0.46770772,0.55974954,0.5614238,0.44286618,0.38988006,0.4635481,0.4387848,0.3615486,0.35216877,0.30956697,0.2328575,0.27873743,0.25636938,0.2596355,0.3172517,0.27198485,0.25116682,0.29644075,0.29035047,0.25904393,1.0,-1.1744127,0.23140876,-0.16955362,0.33835098,-0.20786019,0.13956878,-0.071831234,-0.087554395,0.09704478,0.23368564,-0.19881962,0.02856361,845.5105983141136,1646.0122733817952,2815.649084855175
ravedess-emotional-speech-audio\Actor_07\03-01-03-01-02-02-07.wav,happy,-596.6623,63.488613,-9.16237,18.1676,0.28630975,-6.3494635,-16.36079,-2.3330576,0.18898927,-6.404357,0.36462095,4.582266,-8.396737,178.87045,55.391983,30.746181,19.376196,28.269241,19.299742,18.877155,13.371533,10.971835,11.922967,10.66621,9.036464,9.746256,0.5723672,0.5743887,0.36171865,0.40184477,0.46770772,0.55974954,0.5614238,0.44286618,0.38988006,0.4635481,0.4387848,0.3615486,0.35216877,0.30956697,0.2328575,0.27873743,0.25636938,0.2596355,0.3172517,0.27198485,0.25116682,0.29644075,0.29035047,0.25904393,1.0,-1.1744127,0.23140876,-0.16955362,0.33835098,-0.20786019,0.13956878,-0.071831234,-0.087554395,0.09704478,0.23368564,-0.19881962,0.02856361,845.5105983141136,1646.0122733817952,2815.649084855175
ravedess-emotional-speech-audio\Actor_07\03-01-03-02-01-01-07.wav,happy,-464.66904,57.7554,-16.046227,14.562335,-5.3234468,-17.723307,-12.189497,-10.834077,-2.4044507,-2.42725,-1.9245536,7.4591937,-5.7638216,197.0959,40.56856,31.799633,25.342913,27.138609,22.8785,16.421204,16.803377,14.325097,10.837473,14.650478,9.006956,16.525381,0.5251346,0.52958655,0.4404267,0.45381418,0.38953695,0.38173395,0.38784027,0.37152696,0.4491333,0.49591216,0.4916005,0.488656,0.36329818,0.36123115,0.29885456,0.31450194,0.28100416,0.31777927,0.3155954,0.29648077,0.2987953,0.3112842,0.32079268,0.3325203,1.0,-1.6852975,1.1932698,-0.49343592,0.16517818,-0.2331368,0.28183204,-0.33919954,0.26026472,-0.017585713,0.05050585,-0.071096584,0.037330978,618.8815375828837,1637.9013338862844,2678.571525594521
ravedess-emotional-speech-audio\Actor_07\03-01-03-02-01-02-07.wav,happy,-420.52386,40.443184,-12.443958,16.776459,-7.418899,-16.708519,-12.299352,-6.427816,-4.550939,-3.9557588,-3.890758,2.2323034,-6.9682646,168.01718,52.297096,26.18323,24.022812,27.603878,25.314571,15.808892,13.593631,13.865616,11.596505,13.4666605,9.725119,13.145166,0.5279564,0.5132619,0.42273915,0.4108777,0.4406435,0.38979775,0.38496685,0.43585357,0.53922117,0.58215,0.5419776,0.53441,0.30563784,0.31461015,0.29168895,0.2687721,0.32637265,0.2910096,0.28197142,0.28349268,0.33168507,0.3396779,0.31381056,0.31309715,1.0,-1.6705083,1.2389163,-0.6944019,0.3860157,-0.42025158,0.5306893,-0.61666405,0.4865399,-0.111463204,0.10931043,-0.16450366,0.085699946,674.2190937812816,1779.5179332165205,2885.7050198995175
ravedess-emotional-speech-audio\Actor_07\03-01-03-02-02-01-07.wav,happy,-475.39175,55.72432,-22.847284,17.438528,-9.622102,-17.202839,-12.498578,-13.817027,-0.70700043,-7.109189,-4.3589745,2.9571562,-8.19065,198.55025,44.32736,42.849438,25.522455,32.648685,23.464935,19.533665,16.833227,13.411114,11.521104,14.291563,9.755765,13.077771,0.48199585,0.503594,0.43884853,0.4558009,0.39127228,0.3050001,0.31965995,0.38127923,0.50448257,0.53817374,0.50315714,0.4474255,0.37772933,0.40259555,0.3545553,0.32145777,0.28595364,0.26662937,0.28452948,0.2901769,0.30198365,0.31142288,0.33755848,0.33874053,1.0,-1.1834347,0.17441681,0.29648167,0.052017525,-0.5366156,0.4283494,0.0455477,-0.23951907,0.008123402,0.41352993,-0.37216422,0.15279458,578.4575094122077,1575.9204166060188,2575.798906779148
ravedess-emotional-speech-audio\Actor_07\03-01-03-02-02-02-07.wav,happy,-438.91153,43.481647,-15.064792,11.888184,0.2058881,-19.578676,-10.940108,-5.56953,-4.2788363,-1.5362307,-5.5165887,5.083074,-7.2451878,185.08246,41.731964,32.624695,24.933353,31.801392,24.109016,17.77032,16.076574,14.259138,12.375049,17.278708,8.201352,18.25122,0.60933363,0.6835321,0.48022217,0.3579566,0.33339158,0.36997452,0.39109486,0.34859648,0.39581525,0.43068495,0.48282167,0.5155814,0.30010468,0.34443653,0.32561627,0.28583494,0.29553762,0.30878955,0.32716042,0.28266194,0.30673897,0.33766487,0.3359284,0.2976362,1.0,-1.298952,0.30655718,0.28829777,-0.062430676,-0.3985719,0.41945332,-0.07741196,-0.2051512,0.11256505,0.412053,-0.46999052,0.18343666,544.4931803661668,1586.233593922781,2651.576696196981
ravedess-emotional-speech-audio\Actor_07\03-01-04-01-01-01-07.wav,sad,-707.5556,67.56898,-1.7576293,15.502799,-0.05500595,-2.6823318,-12.042954,-9.038993,-3.450938,-4.9621973,-7.198823,0.3886949,-4.789569,177.09114,56.132683,24.524065,22.669006,23.036163,14.29674,17.024769,11.743555,11.844905,9.552093,9.596479,7.8068137,9.57555,0.49066746,0.5276304,0.4391082,0.4321168,0.46904382,0.48516014,0.44239318,0.47336888,0.5514646,0.5734368,0.55555075,0.50807697,0.27034712,0.3396612,0.29850003,0.30769387,0.3104953,0.35456166,0.30490264,0.31043115,0.34115452,0.35514402,0.34637645,0.31124464,1.0,-1.5146601,0.62110823,-0.11719349,0.010795963,-0.01808618,0.14117756,0.05217676,-0.07784612,-0.31563038,0.642994,-0.4810667,0.13788633,0.0,0.0,0.0
ravedess-emotional-speech-audio\Actor_07\03-01-04-01-01-02-07.wav,sad,-678.4045,76.573784,3.5090861,23.886639,4.1084886,0.54089665,-8.450158,-7.6958537,0.67373765,-3.4284396,-0.58339673,4.905903,-3.9047153,160.9327,51.982517,25.599052,26.425274,23.84401,12.471091,15.516473,14.02269,12.215691,10.407447,11.877715,9.340302,12.051138,0.4551035,0.4120765,0.3469634,0.37933204,0.45845377,0.42030537,0.449767,0.51963913,0.5411183,0.59301686,0.5914174,0.5090019,0.29044795,0.27106223,0.25036892,0.28328437,0.31454763,0.31403723,0.30776027,0.31967467,0.28906015,0.30792645,0.30975282,0.27679566,1.0,-1.5830642,0.78320587,-0.17213304,0.07548149,-0.28402168,0.43883374,-0.09551459,-0.28695,0.13270253,0.34970385,-0.35349423,0.09737188,0.0,0.0,0.0
ravedess-emotional-speech-audio\Actor_07\03-01-04-01-02-01-07.wav,sad,-694.3157,74.67402,5.090345,13.285868,1.1137606,-1.2552757,-13.166488,-8.62795,-2.5386126,-5.4388847,-5.780942,2.3370225,-8.26721,186.06476,60.329742,22.693367,22.687515,19.88944,12.211502,18.532093,12.3177,9.884092,11.353949,9.567019,6.0603056,11.587049,0.458124,0.45653424,0.3762578,0.4578462,0.5639575,0.49683204,0.478262,0.52888685,0.57271504,0.6456555,0.59135914,0.48084795,0.27757177,0.30869827,0.24420099,0.27077588,0.3601303,0.30738762,0.31500813,0.31909972,0.31885782,0.3131215,0.29825878,0.30552632,1.0,-1.0003887,-0.099149406,-0.13719267,0.38087532,-0.10293407,0.060478635,0.08365966,-0.1174676,-0.1663321,0.33819988,-0.07634714,-0.04978773,0.0,0.0,0.0
ravedess-emotional-speech-audio\Actor_07\03-01-04-01-02-02-07.wav,sad,-609.6703,70.23886,-6.3331513,19.957155,-5.2456484,-8.212143,-13.664349,-12.857794,-3.0543973,-6.597482,-1.4494944,1.2530077,-11.095141,196.78929,55.7411,32.751446,27.5367,27.827473,16.935814,16.8844,14.909229,11.407054,10.885911,9.9031,7.7643147,13.801222,0.4832887,0.49921927,0.41386664,0.42892963,0.4311594,0.3948032,0.43242702,0.47891432,0.44229925,0.5083364,0.5268575,0.4550992,0.28581566,0.29785693,0.27695698,0.29453865,0.34444413,0.32137737,0.3201089,0.30973724,0.29508677,0.31889307,0.3338498,0.29555655,1.0,-1.0938625,0.13811083,0.0041371426,0.14000496,-0.2699252,0.13914466,0.080194145,-0.1598747,0.15972932,0.22273633,-0.24003866,0.041724075,645.4672266491918,1483.1160340639378,2355.5074082936176
ravedess-emotional-speech-audio\Actor_07\03-01-04-02-01-01-07.wav,sad,-580.7861,67.043396,-12.0142,22.241762,0.7386523,-19.67933,-13.3210945,-16.015661,-15.309645,-10.596397,-10.575359,-0.8581053,-11.795802,149.3235,53.351574,31.693562,22.95449,28.452097,27.046999,14.926544,17.047544,12.489747,8.390568,12.916113,10.56098,11.798102,0.4534746,0.52970546,0.44632462,0.38181832,0.4425534,0.46096903,0.41713187,0.42138708,0.45486474,0.51399624,0.54888076,0.44923005,0.28500268,0.32769132,0.3185949,0.2788043,0.31375226,0.35964733,0.29304534,0.26596442,0.28508145,0.30398345,0.32291207,0.26772717,1.0,-1.5364256,0.85683376,-0.14267048,-0.012656656,-0.47016463,0.698112,-0.5248999,0.348376,-0.1839622,0.19119687,-0.017863885,-0.035167206,596.5309102572107,1553.4156006886333,2616.6478397332407
ravedess-emotional-speech-audio\Actor_07\03-01-04-02-01-02-07.wav,sad,-590.9488,57.763638,-2.8096318,17.879904,-2.5967495,-14.582467,-8.186475,-10.263029,-6.4539194,-5.293413,-9.913331,2.1018376,-8.412656,159.27373,56.899837,26.641943,24.773289,27.982292,26.287855,17.133793,15.443094,11.82762,9.163077,13.612188,9.467091,11.417433,0.5511947,0.52779776,0.4479254,0.4564904,0.5618421,0.5924855,0.50750345,0.5082877,0.4910523,0.46116287,0.5297725,0.5597102,0.36706707,0.35650423,0.34540308,0.31168756,0.334473,0.30988574,0.28657514,0.32207268,0.31711522,0.3009566,0.34526625,0.3553377,1.0,-1.6977416,1.1873192,-0.62374586,0.4392075,-0.7528595,0.93568933,-0.5967707,0.17429766,0.056795377,0.1235208,-0.1660384,0.034698173,555.632215829061,1510.0279101559745,2518.9545513140306
ravedess-emotional-speech-audio\Actor_07\03-01-04-02-02-01-07.wav,sad,-552.4739,51.027176,-0.0021770126,12.498883,3.0562787,-11.786684,-15.121395,-9.322487,-10.752363,-7.7811785,-8.467562,2.8618143,-8.780405,149.21696,57.02551,25.254032,21.241453,24.476994,24.02621,18.15959,15.404891,12.111023,9.347616,13.438844,10.366903,14.330728,0.44567758,0.47390333,0.4007928,0.42875594,0.43243113,0.47854823,0.53556067,0.55499065,0.5815913,0.5439294,0.4968517,0.43213207,0.3321766,0.34776092,0.31417212,0.34315267,0.30485085,0.3100519,0.29436827,0.2577666,0.33807537,0.33457157,0.34822345,0.33928856,1.0,-0.5903599,-0.5890572,-0.15441309,0.35588115,-0.023471497,-0.023709174,0.047010005,0.01287844,-0.01072953,0.28114158,-0.1875073,-0.084759794,1043.637157389321,2148.3791107843876,3187.495128990011
